ticker,address,decimals
FLX_1,0x6243d8cea23066d098a15582d81a598b4e8391f4,18
NRCH,0x69fa8e7f6bf1ca1fb0de61e1366f7412b827cc51,9
DEXT,0xfb7b4564402e5500db5bb6d63ae671302777c75a,18
one1INCH,0x853bb55c1f469902f088a629db8c8803a9be3857,18
MM_2,0x6b4c7a5e3f0b99fcd83e9c089bddd6c7fce5c611,18
EURT,0xc581b735a1688071a1746c968e0798d642ede491,6
HANU,0x72e5390edb7727e3d4e3436451dadaff675dbcc0,12
zUSD,0x76417e660df3e5c90c0361674c192da152a806e4,18
STARL,0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24,18
EDEN,0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559,18
GDAO,0x515d7e9d75e2b76db60f8a051cd890eba23286bc,18
MINDS,0xb26631c6dda06ad89b93c71400d25692de89c068,18
KEANU,0x106552c11272420aad5d7e94f8acab9095a6c952,9
COTI,0xddb3422497e61e13543bea06989c0789117555c5,18
1MIL,0xa4ef4b0b23c1fc81d3f9ecf93510e64f58a4a016,18
BID,0x25e1474170c4c0aa64fa98123bdc8db49d7802fa,18
AGRS,0x738865301a9b7dd80dc3666dd48cf034ec42bdda,8
DHV,0x62dc4817588d53a056cbbd18231d91ffccd34b2a,18
GEL,0x15b7c0c907e4c6b9adaaaabc300c08991d6cea05,18
GOKU,0xa64dfe8d86963151e6496bee513e366f6e42ed79,9
MIM,0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3,18
SPELL,0x090185f2135308bad17527004364ebcc2d37e5f6,18
DEUS,0xde5ed76e7c05ec5e4572cfc88d1acea165109e44,18
wCFG,0xc221b7e65ffc80de234bbb6667abdd46593d34f0,18
WstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,18
FLOKIPUP,0xf50a07e4ff052a14f3f608da8936d8ae0ed5be50,9
PAWTH,0xaecc217a749c2405b5ebc9857a16d58bdc1c367f,9
MC,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,18
ZINU,0xc50ef449171a51fbeafd7c562b064b6471c36caa,9
miniSAITAMA,0x0c3685559af6f3d20c501b1076a8056a0a14426a,9
TKING,0x24e89bdf2f65326b94e36978a7edeac63623dafa,18
AURORA,0xaaaaaa20d9e0e2461697782ef11675f668207961,18
ENS,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,18
ROTTS,0xfb40e79e56cc7d406707b66c4fd175e07eb2ae3c,9
CIV,0x37fe0f067fa808ffbdd12891c0858532cfe7361d,18
Inu,0xf32aa187d5bc16a2c02a6afb7df1459d0d107574,18
GYEN,0xc08512927d12348f6620a698105e1baac6ecd911,6
PSP,0xcafe001067cdef266afb7eb5a286dcfd277f3de5,18
DINU,0xbb1ee07d6c7baeb702949904080eb61f5d5e7732,18
TONCOIN,0x582d872a1b094fc48f5de31d3b73f2d9be47def1,9
APW,0x4104b135dbc9609fc1a9490e61369036497660c8,18
rETH,0xae78736cd615f374d3085123a210448e74fc6393,18
SHIBLI,0xb1a88c33091490218965787919fcc9862c1798ee,9
BLANK,0x41a3dba3d677e573636ba691a70ff2d606c29666,18
SOS,0x3b484b82567a09e2588a13d54d032153f0c0aee0,18
VXL,0x16cc8367055ae7e9157dbcb9d86fd6ce82522b31,18
RADAR,0x44709a920fccf795fbc57baa433cc3dd53c44dbe,18
0xBTC,0xb6ed7644c69416d67b522e20bc294a9a9b405b31,8
BORING,0xbc19712feb3a26080ebf6f2f7849b417fdd792ca,18
WTF,0xa68dd8cb83097765263adad881af6eed479c4a33,18
WXRP,0x39fbbabf11738317a448031930706cd3e612e1b9,18
T,0xcdf7028ceab81fa0c6971208e83fa7872994bee5,18
FLOKI,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,9
IXS,0x73d7c860998ca3c01ce8c808f5577d94d545d1b4,18
EURA,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,18
LOOKS,0xf4d2888d29d722226fafa5d9b24f9164c092421e,18
JACY,0x916c5de09cf63f6602d1e1793fb41f6437814a62,9
ANGLE,0x31429d1856ad1377a8a0079410b297e1a9e214c2,18
Metis,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,18
SIS,0xd38bb40815d2b0c2d2c866e0c72c5728ffc76dd9,18
X2Y2,0x1e4ede388cbc9f4b5c79681b7f94d36a11abebc9,18
UFO,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,18
IMX,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,18
TOKE,0x2e9d63788249371f1dfc918a52f8d799f4a38c94,18
NCR,0xdb5c3c46e28b53a39c255aa39a411dd64e5fed9c,18
SYN,0x0f2d719407fdbeff09d87557abb7232601fd9f29,18
WFLOW,0x5c147e74d63b1d31aa3fd78eb229b65161983b2b,18
BST,0x509a38b7a1cc0dcd83aa9d06214663d9ec7c7f4a,18
stkATOM,0x44017598f2af1bd733f9d87b5017b4e7c1b28dde,6
THOR,0xa5f2211b9b8170f694421f2046281775e8468044,18
FODL,0x4c2e59d098df7b6cbae0848d66de2f8a4889b9c3,18
APE,0x4d224452801aced8b2f0aebe155379bb5d594381,18
STG,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,18
SLP,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,0
OHM,0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5,9
COW,0xdef1ca1fb7fbcdc777520aa7f396b4e015f497ab,18
KNIGHT,0x3541a5c1b04adaba0b83f161747815cd7b1516bc,18
CULT,0xf0f9d895aca5c8678f706fb8216fa22957685a13,18
MLT,0x9506d37f70eb4c3d79c398d326c871abbf10521d,18
ORE,0x4f640f2529ee0cf119a2881485845fa8e61a782a,18
FNC,0x7f280dac515121dcda3eac69eb4c13a52392cace,18
icETH,0x7c07f7abe10ce8e33dc6c5ad68fe033085256a84,18
QUAD,0xab2a7b5876d707e0126b3a75ef7781c77c8877ee,18
DERC,0x9fa69536d1cda4a04cfb50688294de75b505a9ae,18
gOHM,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,18
LSS,0x3b9be07d622accaed78f479bc0edabfd6397e320,18
KLEE,0xa67e9f021b9d208f7e3365b2a155e3c55b27de71,9
VLX,0x8c543aed163909142695f2d2acd0d55791a9edb9,18
DATA_1,0x8f693ca8d21b157107184d29d398a8d082b38b76,18
BCMC,0x2ba8349123de45e931a8c8264c332e6e9cf593f9,18
GMEE,0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373,18
VISION,0xf406f7a9046793267bc276908778b29563323996,18
DWEB,0xe7f58a92476056627f9fdb92286778abd83b285f,18
YEL,0x7815bda662050d84718b988735218cffd32f75ea,18
MYST,0x4cf89ca06ad997bc732dc876ed2a7f26a9e7f361,18
PAR,0x68037790a0229e9ce6eaa8a99ea92964106c4703,18
SHEESHA,0x232fb065d9d24c34708eedbf03724f2e95abe768,18
USDD,0x0c10bf8fcb7bf5412187a595ab97a3609160b5c6,18
3Crv,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,18
XCAD,0x7659ce147d0e714454073a5dd7003544234b6aa0,18
UNIX,0xddd6a0ecc3c6f6c102e5ea3d8af7b801d1a77ac8,18
IQ,0x579cea1889991f68acc35ff5c3dd0621ff29b0c9,18
XZAR,0x48f07301e9e29c3c38a80ae8d9ae771f224f1054,18
DUCKER,0xa52bffad02b1fe3f86a543a4e81962d3b3bb01a7,18
EURC,0x1abaea1f7c830bd89acc67ec4af516284b1bc33c,6
ADS,0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a,11
IOTX,0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,18
BED,0x2af1df3ab0ab157e1e2ad8f88a7d04fbea0c7dc6,18
a1INCH,0xb29130cbcc3f791f077eade0266168e808e5151e,18
RPL,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,18
GAMMA,0x6bea7cfef803d1e3d5f7c0103f7ded065644e197,18
VOLT,0x7db5af2b9624e1b3b4bb69d6debd9ad1016a58ac,9
ICHI,0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6,18
XMON,0x3aada3e213abf8529606924d8d1c55cbdc70bf74,18
SWEAT,0xb4b9dc1c77bdbb135ea907fd5a08094d98883a35,18
FOLD,0xd084944d3c05cd115c09d072b9f44ba3e0e45921,18
BOB,0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b,18
DOLA,0x865377367054516e17014ccded1e7d814edc9ce4,18
KROM,0x3af33bef05c2dcb3c7288b77fe1c8d2aeba4d789,18
SAFE,0x5afe3855358e112b5647b952709e6165e1c1eeee,18
JASMY,0x7420b4b9a0110cdc71fb720908340c03f9bc03ec,18
USHI,0x6dca182ac5e3f99985bc4ee0f726d6472ab1ec55,18
TENSHI,0x52662717e448be36cb54588499d5a8328bd95292,18
HFT,0xb3999f658c0391d94a37f7ff328f3fec942bcadc,18
CAPS,0x03be5c903c727ee2c8c4e9bc0acc860cca4715e2,18
sETH2,0xfe2e637202056d30016725477c5da089ab0a043a,18
ETHIX,0xfd09911130e6930bf87f2b0554c44f400bd80d3e,18
XDEFI,0x72b886d09c117654ab7da13a14d603001de0b777,18
DIVER,0xfb782396c9b20e564a64896181c7ac8d8979d5f4,18
CAW,0xf3b9569f82b18aef890de263b84189bd33ebe452,18
WNCG,0xf203ca1769ca8e9e8fe1da9d147db68b6c919817,18
ARIA20,0xedf6568618a00c6f0908bf7758a16f76b6e04af9,18
RAINI,0xeb953eda0dc65e3246f43dc8fa13f35623bdd5ed,18
DEC,0x9393fdc77090f31c7db989390d43f454b1a6e7f3,3
RAIL,0xe76c6c83af64e4c60245d8c7de953df673a7a33d,18
RDT,0x4740735aa98dc8aa232bd049f8f0210458e7fca3,18
SOL,0xd31a59c85ae9d8edefec411d448f90841571b89c,9
KEYS,0xe0a189c975e4928222978a74517442239a0b86ff,9
CUBE,0xdf801468a808a32656d2ed2d2d80b72a129739f4,8
ULX,0x5aa158404fed6b4730c13f49d3a7f820e14a636f,18
URUS,0xc6dddb5bc6e61e0841c54f3e723ae1f3a807260b,18
cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,18
MNW,0xd3e4ba569045546d09cf021ecc5dfe42b1d7f6e4,18
MCONTENT,0xd3c51de3e6dd9b53d7f37699afb3ee3bf9b9b3f4,6
SMI,0xcd7492db29e2ab436e819b249452ee1bbdf52214,8
RSS3,0xc98d64da73a6616c42117b582e832812e7b8d57f,18
ARC,0xc82e3db60a52cf7529253b4ec688f631aad9e7c2,18
Baby Doge,0xac57de9c1a09fec648e93eb98875b212db0d460b,9
BTT,0xc669928185dbce49d2230cc9b0979be6dc797957,18
ZCX,0xc52c326331e9ce41f04484d3b5e5648158028804,18
HI,0xc4f6e93aeddc11dc22268488465babcaf09399ac,18
RISE,0xc17c30e98541188614df99239cabd40280810ca3,18
AURA,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf,18
RARE,0xba5bde662c17e2adff1075610382b9b691296350,18
LFT,0xb620be8a1949aa9532e6a3510132864ef9bc3f82,18
ALD,0xb26c4b3ca601136daf98593feaeff9e0ca702a8d,18
POLC,0xaa8330fb2b4d5d07abfe7a72262752a8505c6b37,18
GEAR,0xba3335588d9403515223f109edc4eb7269a9ab5d,18
alETH,0x0100546f2cd4c9d97f798ffc9755e47865ff7ee6,18
BMDA,0x4236f8aaf2b1f3a28420eb15b8e0ddf63201a95e,18
ORC,0x662b67d00a13faf93254714dd601f5ed49ef2f51,18
st1INCH,0x9a0c8ff858d273f57072d714bca7411d717501d7,18
dst1INCH,0xaccfac2339e16dc80c50d2fa81b5c2b049b4f947,18
BONE,0x9813037ee2218799597d83d4a5b6f3b6778218d9,18
KAP,0x9625ce7753ace1fa1865a47aae2c5c2ce4418569,18
GOG,0x9ab7bb7fdc60f4357ecfef43986818a2a3569c62,18
SDAO,0x993864e43caa7f7f12953ad6feb1d1ca635b875f,18
NEWO,0x98585dfc8d9e7d48f0b1ae47ce33332cf4237d96,18
CARD,0x954b890704693af242613edef1b603825afcd708,18
ETHPAD,0x8db1d28ee0d822367af8d220c0dc7cb6fe9dc442,18
BIT,0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,18
ASTO,0x823556202e86763853b40e9cde725f412e294689,18
VXV,0x7d29a64504629172a429e64183d6673b9dacbfce,18
RYOSHI,0x777e2ae845272a2f540ebf6a3d03734a5a8f618e,18
MULTI,0x65ef703f5594d2573eb71aaf55bc0cb548492df4,18
cvxCRV,0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,18
RBN,0x6123b0049f904d730db3c36a31167d9d4121fa6b,18
MIX,0x5d285f735998f36631f678ff41fb56a10a4d0429,18
BLUR,0x5283d291dbcf85356a21ba090e6db59121208b44,18
aEthCRV,0x7b95ec873268a6bfc6427e7a28e396db9d0ebc65,18
SDEX,0x5de8ab7e27f6e7a1fff3e5b337584aa43961beef,18
ARB,0xb50721bcf8d664c30412cfbc6cf7a15145234ad1,18
CAKE,0x152649ea73beab28c5b49b26eb48f7ead6d4c898,18
sDAI,0x83f20f44975d03b1b09e64809b757c47f942beea,18
ZARP,0xb755506531786c8ac63b756bab1ac387bacb0c04,18
aEthUNI,0xf6d2224916ddfbbab6e6bd0d1b7034f4ae0cab18,18
aEthMKR,0x8a458a9dc9048e005d22849f470891b840296619,18
aEthBAL,0x2516e7b3f76294e03c42aa4c5b5b4dce9c436fb8,18
aEthSNX,0xc7b4c17861357b8abb91f25581e7263e08dcb59c,18
SWETH,0xf951e335afb289353dc249e82926178eac7ded78,18
PEPE,0x6982508145454ce325ddbe47a25d4ec3d2311933,18
WOJAK,0x5026f006b85729a8b14553fae6af249ad16c9aab,18
OETH,0x856c4efb76c1d1ae02e20ceb03a2a6a08b0b8dc3,18
ETH+,0xe72b141df173b999ae7c1adcbf60cc9833ce56a8,18
aEthLDO,0x9a44fd41566876a39655f74971a3a6ea0a17a454,18
wBETH,0xa2e3356610840701bdf5611a53974510ae27e2e1,18
JESUS,0xba386a4ca26b85fd057ab1ef86e3dc7bdeb5ce70,18
GALA,0xd1d2eb1b1e90b638588728b4130137d262c87cae,8
BAD,0x32b86b99441480a7e5bd3a26c124ec2373e3f015,18
crvUSD,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,18
PLEB,0xea81dab2e0ecbc6b5c4172de4c22b6ef6e55bd8f,18
FDUSD,0xc5f0f7b66764f6ec8c8dff7ba683102295e16409,18
wZNN,0xb2e96a63479c2edd2fd62b382c89d5ca79f572d3,8
ETHX,0xa35b1b31ce002fbf2058d22f30f95d405200a15b,18
MNT,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,18
aEth1INCH,0x71aef7b30728b9bb371578f36c5a1f1502a5723e,18
aEthENS,0x545bd6c032efdde65a377a6719def2796c8e0f2e,18
ARKM,0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,18
GHO,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,18
MOG,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,18
aEthRPL,0xb76cf92076adbf1d9c39294fa8e7a67579fde357,18
WLD,0x163f8c2467924be0ae7b5347228cabf260318753,18
aEthFRAX,0xd4e245848d6e1220dbe62e155d89fa327e43cb06,18
HEX,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,8
xETH,0xe063f04f280c60aeca68b38341c2eecbec703ae2,18
SPX,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,8
BIFI,0xb1f1ee126e9c96231cc3d3fad7c08b4cf873b1f1,18
LBR,0xed1167b6dc64e8a366db86f2e952a482d0981ebd,18
USDM,0x59d9356e565ab3a36dd77763fc0d87feaf85508c,18
aEthsDAI,0x4c612e3b15b96ff9a6faed838f8d07d479a8dd4c,18
PRISMA,0xda47862a83dac0c112ba89c6abc2159b95afd71c,18
GAINS,0x056c1d42fb1326f57da7f19ebb7dda4673f1ff55,18
BANANA,0x38e68a37e401f7271568cecaac63c6b1e19130b4,18
FXN,0x365accfca291e7d3914637abf1f7635db165bb09,18
METH,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,18
EIGEN,0xec53bf9167f50cdeb3ae105f56099aaab9061f83,18
BEAM,0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,18
POL,0x455e53cbb86018ac2b8092fdcd39d8444affc3f6,18
MEME,0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,18
TOKEN,0x4507cef57c46789ef8d1a19ea45f4216bae2b528,9
GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,9
weETH,0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,18
EETH,0x35fa164735182de50811e8e2e824cfb9b6118ac2,18
osETH,0xf1c9acdc66974dfb6decb12aa385b9cd01190e38,18
GYD,0xe07f9d810a48ab5c3c914ba3ca53af14e4491e8a,18
USDe,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,18
sUSDe,0x9d39a5de30e57443bff2a8307a4256c8797a3497,18
aEthcrvUSD,0xb82fa9f31612989525992fcfbb09ab22eff5c85a,18
ezETH,0xbf5495efe5db9ce00f80364c8b423567e58d2110,18
BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,9
RSETH,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,18
pxETH,0x04c154b66cb340f3ae24111cc767e0184ed00cc6,18
MAVIA,0x24fcfc492c1393274b6bcd568ac9e225bec93584,18
VIRTUAL,0x44ff8620b8ca30902395a7bd3f2407e1a091bf73,18
ALT,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,18
SAVM,0x15e6e0d4ebeac120f9a97e71faa6a0235b85ed12,18
CDCETH,0xfe18ae03741a5b84e39c295ac9c856ed7991c38e,18
rswETH,0xfae103dc9cf190ed75350761e95403b7b8afa6c0,18
PUFETH,0xd9a442856c234a39a81a089c06451ebaa4306a72,18
LOCK,0x922d8563631b03c2c4cf817f4d18f6883aba0109,18
AEVO,0xb528edbef013aff855ac3c50b381f253af13b997,18
DOGWIFHAT,0x8aec4bbdcfb451aa289bfbd3c2f4e34a44ada1be,9
PIXEL,0x3429d03c6f7521aec737a0bbf2e5ddcef2c3ae31,18
OX,0xba0dda8762c24da9487f5fa026a9b64b695a07ea,18
aEthGHO,0x00907f9921424583e7ffbfedf84f92b7b2be4977,18
MAZZE,0x4a029f7bcf33acb03547d8fa7be840347973e24e,18
stataEthUSDC,0x73eddfa87c71addc275c2b9890f5c3a8480bc9e6,6
stataEthPYUSD,0x00f2a835758b33f3ac53516ebd69f3dc77b0d152,6
stataEthUSDT,0x862c57d48becb45583aeba3f489696d22466ca1b,6
stataEthWETH,0x252231882fb38481497f3c767469106297c8d93b,18
stataEthLUSD,0xdbf5e36569798d1e39ee9d7b1c61a7409a74f23a,18
stataEthDAI,0xaf270c38ff895ea3f95ed488ceace2386f038249,18
stataEthcrvUSD,0x848107491e029afde0ac543779c7790382f15929,18
stataEthFRAX,0xee66abd4d0f9908a48e08ae354b0f425de3e237e,18
CSWAP,0xae41b275aaaf484b541a5881a2dded9515184cca,18
DSync,0xf94e7d0710709388bce3161c32b4eea56d3f91cc,18
APU,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,18
ETHFI,0xfe0c30065b384f05761f15d0cc899d4f9f9cc0eb,18
NEURA,0x3d1c949a761c11e4cc50c3ae6bdb0f24fd7a39da,18
ZENT,0xdbb7a34bf10169d6d2d0d02a6cbb436cf4381bfa,18
ENA,0x57e114b691db790c35207b2e685d4a43181e6061,18
OMNI,0x36e66fbbce51e4cd5bd3c62b637eb411b18949d4,18
W,0xb0ffa8000886e57f86dd5264b9582b2ad87b2b91,18
USDL,0xbdc7c08592ee4aa51d06c27ee23d5087d65adbcd,18
REZ,0x3b50805453023a91a8bf641e279401a0b23fa6f9,18
ZRO,0x6985884c4392d348587b19cb9eaaf157f13271cd,18
THREE,0xa059b81568fee88791de88232e838465826cf419,9
LSK,0x6033f7f88332b8db6ad452b7c6d5bb643990ae3f,18
USD0,0x73a15fed60bf67631dc6cd7bc5b6e8da8190acf5,18
GURU,0x525574c899a7c877a11865339e57376092168258,18
LBTC,0x8236a87084f8b84306f72007f36f2618a5634494,8
PEIPEI,0x3ffeea07a27fab7ad1df5297fa75e77a43cb5790,18
MOCA,0xf944e35f95e819e752f3ccb5faf40957d311e8c5,18
ATH,0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b,18
AZUR,0x9e6be44cc1236eef7e1f197418592d363bedcd5a,18
USD0++,0x35d8949372d46b7a3d5a56006ae77b215fc69bc0,18
DLCBTC,0x20157dbabb84e3bbfe68c349d0d44e48ae7b5ad2,8
deUSD,0x15700b564ca08d9439c58ca5053166e8317aa138,18
DINERO,0x6df0e641fc9847c0c6fde39be6253045440c14d3,18
Neiro,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,9
NEIRO,0xee2a03aa6dacf51c18679c516ad5283d8e7c2637,9
ZRC,0xfd418e42783382e86ae91e445406600ba144d162,18
P,0x4c1746a800d224393fe2470c70a35717ed4ea5f1,18
DOGE,0x1121acc14c63f3c872bfca497d10926a6098aac5,18
cbBTC,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,8
sENA,0x8be3460a480c80728a8c4d7a5d5303c85ba7b3b9,18
BTRST,0x799ebfabe77a6e34311eeee9825190b9ece32824,18
MOODENG,0x28561b8a2360f463011c16b6cc0b0cbef8dbbcad,9
SKY,0x56072c95faa701256059aa122697b133aded9279,18
USDS,0xdc035d45d973e3ec169d2276ddab16f1e407384f,18
sUSDS,0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,18
WCT,0x61cc6af18c351351148815c5f4813a16dee7a7e4,18
kBTC,0x73e0c0d45e048d25fc26fa3159b0aa04bfa4db98,8
scrvUSD,0x0655977feb2f289a4ab78af67bab0d17aab84367,18
MORPHO,0x58d97b57bb95320f9a05dc918aef65434969c2b2,18
USDQ,0xc83e27f270cce0a3a3a29521173a83f402c1768b,6
SHIRO,0xb0ac2b5a73da0e67a8e5489ba922b3f8d582e058,18
beraSTONE,0x97ad75064b20fb2b2447fed4fa953bf7f007a706,18
USDR,0x7b43e3875440b44613dc3bc08e7763e6da63c8f8,6
ANIME,0x4dc26fc5854e7648a064a4abd590bbe71724c277,18
